[2026-01-19 18:54:27] [INFO    ] discord.client: logging in using static token
[2026-01-19 19:01:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-01-20T00:01:33.494000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:27.253000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1462960179393073215', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'R u working on it', 'components': [], 'channel_id': '1462632242328240190', 'author': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'attachments': []}, 'pinned': False, 'nonce': '1462960206940995584', 'message_reference': {'type': 0, 'message_id': '1462960179393073215', 'guild_id': '1462632241585979394', 'channel_id': '1462632242328240190'}, 'mentions': [{'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960205569458279', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'going to', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:31] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '676972546763259906', 'timestamp': 1768867300, 'member': {'user': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'display_name': 'kahonkey', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1462632242328240190', 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:38] [DEBUG   ] discord.client: Dispatching event typing
[2026-01-19 19:01:38] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-01-19 19:01:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:41.883000+00:00', 'pinned': False, 'nonce': '1462960242265423872', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960240755736608', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'not the bot itself', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:39] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '676972546763259906', 'timestamp': 1768867303, 'member': {'user': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'display_name': 'kahonkey', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1462632242328240190', 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:41] [DEBUG   ] discord.client: Dispatching event typing
[2026-01-19 19:01:41] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-01-19 19:01:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:47.939000+00:00', 'pinned': False, 'nonce': '1462960267636768768', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960266156310528', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'the backend for the bot', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:45] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:02:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2026-01-19 19:02:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 19:02:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:02:20.520000+00:00', 'pinned': False, 'nonce': '1462960402362007552', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960402810802237', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Ooh', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:02:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:02:18] [DEBUG   ] discord.client: Dispatching event message
